Evaluation of a Population with size 30, on Track "Ovalo", using the following GA operators: 
Selection: DefaultSelectionOperator
Recombination: RandomRecombination
Mutation: MutateAllButBestTwo
FitnessCalculation: DefaultFitnessCalculation

1	0.05693267	7015	7.525918
2	1	45776	8.283586
3	1	49169	3.104803
4	1	51683	2.697701
5	1	95977	2.431295
6	1	54740	2.125184
7	1	47731	1.984905
8	1	52448	2.087072
9	1	54411	1.714675
10	1	60769	1.69151
11	1	45702	2.231602
12	1	83353	1.654083
13	1	54951	2.29862
14	1	45729	2.274598
15	1	45713	1.553699
16	1	67667	1.791278
17	1	58701	2.635587
18	1	84463	2.553396
19	1	56473	2.210299
20	1	59254	2.710225
21	1	53649	1.72444
22	1	81265	2.130525
23	1	77256	2.287548
24	1	67348	2.478769
25	1	66771	1.94182
26	1	65847	1.491371
27	1	45767	2.226881
28	1	57574	1.870684
29	1	73775	1.831683
30	1	65913	2.405475
31	1	59416	2.244066
32	1	83159	2.46438
33	1	74001	1.998234
34	1	51478	2.263108
35	1	52704	1.753816
36	1	70461	1.633909
37	1	61682	2.844986
38	1	69747	3.714045
39	1	45762	4.794261
40	1	45771	2.633056
41	1	50306	1.490607
42	1	74632	2.637652
43	1	89513	3.657973
44	1	45758	3.803068
45	1	98742	2.402524
46	1	86100	2.627411
47	1	45788	2.679773
48	1	48963	2.646332
49	1	46665	2.861071
50	1	68448	1.840203
51	1	53675	1.725847
52	1	67216	1.984676
53	1	57177	1.978279
54	1	82157	2.004469
55	1	45715	2.486483
56	1	61441	2.815796
57	1	45751	2.479804
58	1	45734	2.414098
59	1	45727	3.663347
60	1	84159	1.958719
61	1	86042	2.125829
62	1	51197	1.479132
63	1	50918	2.093705
64	1	113229	2.084798
65	1	67864	4.796902
66	1	45735	2.689552
67	1	45777	3.847867
68	1	76553	2.686762
69	1	46785	2.07934
70	1	51376	1.48787
71	1	63063	1.961053
72	1	73035	2.479367
73	1	50185	2.859229
74	1	65874	2.956993
75	1	66704	1.952251
76	1	64816	1.860991
77	1	45777	1.863223
78	1	45778	2.650762
79	1	45775	2.113318
80	1	45742	2.164217
81	1	59800	2.167908
82	1	51741	2.249793
83	1	51495	1.861827
84	1	50556	2.271486
85	1	55977	1.616571
86	1	48346	1.553877
87	1	45766	1.235802
88	1	45777	1.823596
89	1	53895	1.657302
90	1	45781	2.184875
91	1	45940	1.980006
92	1	45778	2.373385
93	1	45782	5.495478
94	1	83460	1.986412
95	1	53546	2.516356
96	1	49557	2.082905
97	1	45786	1.868028
98	1	67575	1.457033
99	1	45793	1.640766
100	1	45808	2.473966
101	1	48326	1.711026
102	1	52091	1.663015
103	1	45815	2.38022
104	1	52546	2.237877
105	1	45672	1.905889
106	1	66632	2.411053
107	1	48216	1.243434
108	1	53606	1.390079
109	1	51849	1.861542
110	1	63218	2.121853
111	1	60917	1.894954
112	1	51441	1.722929
113	1	45776	4.467801
114	1	50182	3.095515
115	1	49131	2.460057
116	1	73529	2.424664
117	1	73884	1.9899
118	1	45692	2.816935
119	1	51099	2.867217
120	1	63875	2.083581
121	1	47275	1.852706
122	1	62834	1.460288
123	1	55677	2.472463
124	1	64976	2.66885
125	1	47690	2.328745
126	1	98167	3.212395
127	1	47683	2.410472
128	1	45685	2.514642
129	1	45693	1.969032
130	1	46348	1.993023
131	1	52224	1.839453
132	1	75770	3.650294
133	1	57411	2.073931
134	1	70235	2.863642
135	1	55022	2.754131
136	1	45707	2.638323
137	1	50321	1.756484
138	1	66547	1.198541
139	1	51219	1.933253
140	1	59527	1.943222
141	1	61648	2.47331
142	1	57139	2.077561
143	1	47863	1.964475
144	1	48227	2.24648
145	1	47065	2.120142
146	1	70989	2.096112
147	1	71250	2.292434
148	1	53212	1.853665
149	1	45726	1.98398
150	1	100837	2.093405
151	1	79853	2.465104
152	1	59781	3.645953
153	1	59975	3.026919
154	1	105542	2.12288
155	1	59366	2.115325
156	1	74739	2.550576
157	1	77205	2.289015
158	1	59341	2.29771
159	1	48223	2.638199
160	1	62468	2.050813
161	1	54052	2.284539
162	1	70669	1.637476
163	1	58995	2.128013
164	1	45732	2.027037
165	1	57500	2.050923
166	1	45756	2.204883
167	1	55038	1.947574
168	1	48356	1.818676
169	1	101245	2.965915
170	1	45786	3.295488
